id,symbol_0,blocks_passed,seconds_passed,vs_HODL_USD,vs_HODL_deposited,vs_HODL_token0,vs_HODL_token1,ini_supply,ini_tvl0,ini_tvl1,ini_tvlUSD,ini_uncollected_fees0,ini_uncollected_fees1,ini_token0_usd_price,ini_token1_usd_price,end_supply,end_tvl0,end_tvl1,end_tvlUSD,end_uncollected_fees0,end_uncollected_fees1,end_token0_usd_price,end_token1_usd_price,symbol_1
0xb542f4cb10b7913307e3ed432acd9bf2e709f5fa,sOHM-ETH10,50126,604500,0,0,0,0,0.0,13.876847355,2.0521440789923275,5729.211220274298,13.876847355,2.0521440789923275,8.20503029243433e-45,2791.8172407697302,0.0,13.876847355,2.0521440789923275,5729.211220274298,13.876847355,2.0521440789923275,8.20503029243433e-45,2791.8172407697302,sOHM-ETH10
0xb60f4ac1514be672b2ec35a023f4c89373d3a4ef,vWBTC-USDCV3-1,50126,604500,-0.010202493955472151,0.00017337848626209883,0.005126253012280336,-0.010202493955472151,2.93553679e-10,0.00913506,70.478396,224.1058356305546,0.0001621344038517606,3.01828731616234,16817.34325013241,1.0,2.93553679e-10,0.00920666,69.28357,221.75386204401624,0.00016369969081465917,3.0408703320941397,16560.869201644924,1.0,vWBTC-USDCV3-1
0xb666bfdb553a1aff4042c1e4f39e43852ba9731d,vMM-ETHV3-1,50126,604500,-0.02396328876392543,-0.029382627208034674,0.04922793209162302,-0.011976546636865617,3.238472770855175,270.11153904906126,0.5694021605356198,1286.8003255432461,38.06818251223155,0.06934236517859571,2.213254388733733,1209.996772135866,3.0944203981093845,275.0700961228144,0.5273195097391142,1196.6458924694966,38.02076552448477,0.0686009378519178,2.058863921399914,1195.317040361486,vMM-ETHV3-1
0xb917b739ef85cb81259656a0bcc6bc39f4fe109a,agEUR-USDC01,50126,604500,4.537402988232097e-06,0.0,-0.00679417819814147,4.537402988232097e-06,4.17541e-13,1.90827899675e-07,0.422805,0.42280520218008805,0.0002646865240471303,0.00028584855745992117,1.059489143766979,1.0,4.17541e-13,1.90827899675e-07,0.422805,0.4228052035640559,0.0002646865240471303,0.00028584855745992117,1.0667415835058924,1.0,agEUR-USDC01
0xbb9b86a75ca3115caab045e2af17b0bba483acbc,vAAVE-ETHV3-1,50126,604500,-0.02374999694785197,0.0003516220615061873,0.008966576515444009,-0.010163299482287079,13.81752569271961,106.94895133035509,3.579501963180628,10177.218602569817,3.9991907708815333,0.39924214783192247,54.37194310819695,1218.6601237336158,13.81752569271961,107.72050417892947,3.545406129146413,9928.394969770141,4.038863802795536,0.4009369934705406,52.60888800563355,1201.9325499774027,vAAVE-ETHV3-1
0xbff4a47a0f77637f735e3a0ce10ff2bf9be12e89,vRARE-ETHV3-1,50126,604500,-0.0921898256752259,-0.11289698923648227,-0.14599865658860933,-0.07604988090464578,17.934569645648335,85761.95203971594,5.498329633204828,14735.02696295883,7389.495278536395,1.4641470486296513,0.09369861605660045,1218.4156268237582,17.934569645648335,85648.66638793897,5.507055707975982,15123.48178976869,2407.4686567229633,0.21832947719212145,0.09960236905079085,1197.1318361535414,vRARE-ETHV3-1
0xc14e7ec60699a39cfd59bae06168afc2c76f32ac,vMTA-ETHV3-1,50126,604500,-0.08206684641315572,-0.0016632289645102042,0.0701124847063488,-0.06350599630952475,4.496590475159386,31770.506959271166,0.854565062917791,2432.507055698784,672.7017129781534,0.325335566387762,0.04372107226444955,1221.049713279319,4.496590475159386,33961.46059352592,0.7811764920489251,2208.625872087746,693.8525450547276,0.3257540027334902,0.03750355436037871,1196.8491091025194,vMTA-ETHV3-1
0xc86b1e7fa86834cac1468937cdd53ba3ccbc1153,vFLOAT-ETH3,50126,604500,-0.02002903395692069,2.1545568348560026e-05,-0.0008620940591552591,0.0008445528253190949,25.826158755317582,20537.6735634163,15.93642010263686,37566.99852974317,3.3397140719797673,0.0030479972514835326,0.8813284056459247,1221.5141987377742,25.826158755317582,20626.27459352514,15.872768627778722,36814.23414426333,3.666403131575287,0.003091381540036528,0.8644214616887722,1196.0383318200663,vFLOAT-ETH3
0xc92ff322c8a18e38b46393dbcc8a7c5691586497,vETH-TRUV3-1,50126,604500,-0.012288328373901819,0.0022116333851371355,-0.0009093816447934853,0.005219799533292388,200011.7596562725,24.388750087258227,388226.17412724544,60776.806898950366,0.615832782745016,9192.779622143857,1218.2956795692442,0.08001546548834197,200011.7596562725,24.24750660364964,390383.29889346444,59896.83037413001,0.6723149687768414,10060.236020367345,1204.4201397699183,0.07862181903910372,vETH-TRUV3-1
0xcaa7ba629eccbf811c76b799d0ef68fd1be97b7b,vUNI-ETHV3-1,50126,604500,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.204719351960974,1218.5222388984473,0.0,0.0,0.0,0.0,0.0,0.0,5.141983181433333,1202.8438931987605,vUNI-ETHV3-1
0xd7b990543ea8e9bd0b9ae2deb9c52c4d0e660431,xDAI-USDC01,50126,604500,6.4791770147806006e-06,9.193620237933318e-06,1.2859586505266766e-05,6.4791770147806006e-06,2.92430038e-10,124.49986452641114,168.157592,292.6590806196501,0.04058298293947133,0.04048202844069809,1.0000130449398088,1.0,2.92430038e-10,127.09693353778468,165.560497,292.6582775790013,0.04206270997654909,0.04170230635308898,1.000006664529136,1.0,xDAI-USDC01
0xd8dbdb77305898365d7ba6dd438f2663f7d4e409,vUNI-ETHV3-1,50126,604500,-0.012328733873360665,0.000404269397696041,-0.0002783807721081491,0.0005449662264928503,10.027992487426987,329.1453877326177,6.880903811952922,10097.64368772639,3.2713538383138263,0.013840512545278013,5.204719351960974,1218.5222388984473,10.027992487426987,328.483630944923,6.883731562044,9969.111777519138,3.66533003288382,0.015519300084873441,5.141983181433333,1202.8438931987605,vUNI-ETHV3-1
0xd930ab15c8078ebae4ac8da1098a81583603f7ce,vLQTY-ETH30,50126,604500,0.06065644776839429,-0.09991782153644906,0.06396485634234624,0.07243534387479256,12.758545720001521,6248.998467413562,5.6429535633689145,10515.143058687441,725.413884587256,0.4806434053824994,0.5827896753111864,1218.030804907058,10.738165132716688,5740.268713735337,4.9371121424063755,9282.472789292417,728.7580492853565,0.48228056849103046,0.5809774854187133,1204.6527878663703,vLQTY-ETH30
